HTNO,SUBJECT_CODE,SUBJECT_NAME,INTERNALMARKS,EXTERNALMARKS,TOTALMARKS,GRADE,GRADE_POINTS,CREDITS
24Q61A0562,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,32,50,82,A+,9,1
24Q61A0562,181AB,BASIC ELECTRICAL ENGINEERING,28,11,39,F,0,0
24Q61A0562,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,21,55,B,6,3
24Q61A0562,181AJ,ENGINEERING CHEMISTRY,26,12,38,F,0,0
24Q61A0562,181AN,MATRICES AND CALCULUS,27,6,33,F,0,0
24Q61A0562,181AP,PROGRAMMING FOR PROBLEM SOLVING,25,11,36,F,0,0
24Q61A0563,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,20,40,60,B+,7,1
24Q61A0563,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0563,18113,ENGINEERING CHEMISTRY LABORATORY,20,35,55,B,6,1
24Q61A0563,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,29,46,75,A,8,1
24Q61A0563,181AB,BASIC ELECTRICAL ENGINEERING,18,10,28,F,0,0
24Q61A0563,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,23,8,31,F,0,0
24Q61A0563,181AJ,ENGINEERING CHEMISTRY,23,6,29,F,0,0
24Q61A0563,181AN,MATRICES AND CALCULUS,24,4,28,F,0,0
24Q61A0563,181AP,PROGRAMMING FOR PROBLEM SOLVING,25,3,28,F,0,0
24Q61A0564,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,55,85,A+,9,1
24Q61A0564,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0564,18113,ENGINEERING CHEMISTRY LABORATORY,30,50,80,A+,9,1
24Q61A0564,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,30,44,74,A,8,1
24Q61A0564,181AB,BASIC ELECTRICAL ENGINEERING,15,5,20,F,0,0
24Q61A0564,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,10,44,F,0,0
24Q61A0564,181AJ,ENGINEERING CHEMISTRY,15,16,31,F,0,0
24Q61A0564,181AN,MATRICES AND CALCULUS,25,8,33,F,0,0
24Q61A0564,181AP,PROGRAMMING FOR PROBLEM SOLVING,22,7,29,F,0,0
24Q61A0565,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,39,60,99,O,10,1
24Q61A0565,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0565,18113,ENGINEERING CHEMISTRY LABORATORY,39,60,99,O,10,1
24Q61A0565,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,57,93,O,10,1
24Q61A0565,181AB,BASIC ELECTRICAL ENGINEERING,32,28,60,B+,7,2
24Q61A0565,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,38,23,61,B+,7,3
24Q61A0565,181AJ,ENGINEERING CHEMISTRY,35,24,59,B,6,4
24Q61A0565,181AN,MATRICES AND CALCULUS,37,21,58,B,6,4
24Q61A0565,181AP,PROGRAMMING FOR PROBLEM SOLVING,35,21,56,B,6,3
24Q61A0566,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,53,88,A+,9,1
24Q61A0566,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0566,18113,ENGINEERING CHEMISTRY LABORATORY,32,52,84,A+,9,1
24Q61A0566,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,32,50,82,A+,9,1
24Q61A0566,181AB,BASIC ELECTRICAL ENGINEERING,24,21,45,C,5,2
24Q61A0566,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,37,12,49,F,0,0
24Q61A0566,181AJ,ENGINEERING CHEMISTRY,27,21,48,C,5,4
24Q61A0566,181AN,MATRICES AND CALCULUS,22,7,29,F,0,0
24Q61A0566,181AP,PROGRAMMING FOR PROBLEM SOLVING,24,3,27,F,0,0
24Q61A0567,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,40,60,100,O,10,1
24Q61A0567,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0567,18113,ENGINEERING CHEMISTRY LABORATORY,40,60,100,O,10,1
24Q61A0567,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,56,95,O,10,1
24Q61A0567,181AB,BASIC ELECTRICAL ENGINEERING,36,24,60,B+,7,2
24Q61A0567,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,26,65,B+,7,3
24Q61A0567,181AJ,ENGINEERING CHEMISTRY,35,39,74,A,8,4
24Q61A0567,181AN,MATRICES AND CALCULUS,34,21,55,B,6,4
24Q61A0567,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,23,60,B+,7,3
24Q61A0568,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,55,85,A+,9,1
24Q61A0568,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0568,18113,ENGINEERING CHEMISTRY LABORATORY,20,50,70,A,8,1
24Q61A0568,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,40,60,B+,7,1
24Q61A0568,181AB,BASIC ELECTRICAL ENGINEERING,25,11,36,F,0,0
24Q61A0568,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,32,12,44,F,0,0
24Q61A0568,181AJ,ENGINEERING CHEMISTRY,27,21,48,C,5,4
24Q61A0568,181AN,MATRICES AND CALCULUS,26,6,32,F,0,0
24Q61A0568,181AP,PROGRAMMING FOR PROBLEM SOLVING,27,9,36,F,0,0
24Q61A0569,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,56,91,O,10,1
24Q61A0569,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0569,18113,ENGINEERING CHEMISTRY LABORATORY,30,55,85,A+,9,1
24Q61A0569,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,33,54,87,A+,9,1
24Q61A0569,181AB,BASIC ELECTRICAL ENGINEERING,23,24,47,C,5,2
24Q61A0569,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,35,10,45,F,0,0
24Q61A0569,181AJ,ENGINEERING CHEMISTRY,21,3,24,F,0,0
24Q61A0569,181AN,MATRICES AND CALCULUS,31,4,35,F,0,0
24Q61A0569,181AP,PROGRAMMING FOR PROBLEM SOLVING,26,21,47,C,5,3
24Q61A0570,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,59,97,O,10,1
24Q61A0570,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0570,18113,ENGINEERING CHEMISTRY LABORATORY,38,58,96,O,10,1
24Q61A0570,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,55,93,O,10,1
24Q61A0570,181AB,BASIC ELECTRICAL ENGINEERING,30,21,51,B,6,2
24Q61A0570,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,34,73,A,8,3
24Q61A0570,181AJ,ENGINEERING CHEMISTRY,37,21,58,B,6,4
24Q61A0570,181AN,MATRICES AND CALCULUS,39,21,60,B+,7,4
24Q61A0570,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,21,53,B,6,3
24Q61A0571,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,39,59,98,O,10,1
24Q61A0571,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0571,18113,ENGINEERING CHEMISTRY LABORATORY,39,59,98,O,10,1
24Q61A0571,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,57,95,O,10,1
24Q61A0571,181AB,BASIC ELECTRICAL ENGINEERING,31,10,41,F,0,0
24Q61A0571,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,39,78,A,8,3
24Q61A0571,181AJ,ENGINEERING CHEMISTRY,38,21,59,B,6,4
24Q61A0571,181AN,MATRICES AND CALCULUS,36,12,48,F,0,0
24Q61A0571,181AP,PROGRAMMING FOR PROBLEM SOLVING,35,12,47,F,0,0
24Q61A0572,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,45,80,A+,9,1
24Q61A0572,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0572,18113,ENGINEERING CHEMISTRY LABORATORY,36,40,76,A,8,1
24Q61A0572,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,44,64,B+,7,1
24Q61A0572,181AB,BASIC ELECTRICAL ENGINEERING,26,10,36,F,0,0
24Q61A0572,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,35,21,56,B,6,3
24Q61A0572,181AJ,ENGINEERING CHEMISTRY,15,25,40,C,5,4
24Q61A0572,181AN,MATRICES AND CALCULUS,18,7,25,F,0,0
24Q61A0572,181AP,PROGRAMMING FOR PROBLEM SOLVING,18,22,40,C,5,3
24Q61A0573,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,37,58,95,O,10,1
24Q61A0573,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0573,18113,ENGINEERING CHEMISTRY LABORATORY,32,58,90,O,10,1
24Q61A0573,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,55,92,O,10,1
24Q61A0573,181AB,BASIC ELECTRICAL ENGINEERING,35,21,56,B,6,2
24Q61A0573,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,21,55,B,6,3
24Q61A0573,181AJ,ENGINEERING CHEMISTRY,37,21,58,B,6,4
24Q61A0573,181AN,MATRICES AND CALCULUS,39,21,60,B+,7,4
24Q61A0573,181AP,PROGRAMMING FOR PROBLEM SOLVING,38,22,60,B+,7,3
24Q61A0574,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,59,97,O,10,1
24Q61A0574,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0574,18113,ENGINEERING CHEMISTRY LABORATORY,32,59,91,O,10,1
24Q61A0574,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,54,90,O,10,1
24Q61A0574,181AB,BASIC ELECTRICAL ENGINEERING,33,26,59,B,6,2
24Q61A0574,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,21,60,B+,7,3
24Q61A0574,181AJ,ENGINEERING CHEMISTRY,35,44,79,A,8,4
24Q61A0574,181AN,MATRICES AND CALCULUS,33,21,54,B,6,4
24Q61A0574,181AP,PROGRAMMING FOR PROBLEM SOLVING,31,29,60,B+,7,3
24Q61A0575,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,32,58,90,O,10,1
24Q61A0575,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0575,18113,ENGINEERING CHEMISTRY LABORATORY,35,57,92,O,10,1
24Q61A0575,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,30,47,77,A,8,1
24Q61A0575,181AB,BASIC ELECTRICAL ENGINEERING,23,3,26,F,0,0
24Q61A0575,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,8,44,F,0,0
24Q61A0575,181AJ,ENGINEERING CHEMISTRY,21,7,28,F,0,0
24Q61A0575,181AN,MATRICES AND CALCULUS,28,8,36,F,0,0
24Q61A0575,181AP,PROGRAMMING FOR PROBLEM SOLVING,23,6,29,F,0,0
24Q61A0576,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,56,86,A+,9,1
24Q61A0576,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A0576,18113,ENGINEERING CHEMISTRY LABORATORY,32,55,87,A+,9,1
24Q61A0576,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,50,87,A+,9,1
24Q61A0576,181AB,BASIC ELECTRICAL ENGINEERING,22,10,32,F,0,0
24Q61A0576,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,35,11,46,F,0,0
24Q61A0576,181AJ,ENGINEERING CHEMISTRY,28,21,49,C,5,4
24Q61A0576,181AN,MATRICES AND CALCULUS,33,23,56,B,6,4
24Q61A0576,181AP,PROGRAMMING FOR PROBLEM SOLVING,30,9,39,F,0,0
24Q61A0577,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,52,82,A+,9,1
24Q61A0577,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A0577,18113,ENGINEERING CHEMISTRY LABORATORY,32,50,82,A+,9,1
24Q61A0577,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,30,43,73,A,8,1
24Q61A0577,181AB,BASIC ELECTRICAL ENGINEERING,28,21,49,C,5,2
24Q61A0577,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,21,57,B,6,3
24Q61A0577,181AJ,ENGINEERING CHEMISTRY,22,11,33,F,0,0
24Q61A0577,181AN,MATRICES AND CALCULUS,28,12,40,F,0,0
24Q61A0577,181AP,PROGRAMMING FOR PROBLEM SOLVING,23,7,30,F,0,0
24Q61A0578,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,34,55,89,A+,9,1
24Q61A0578,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0578,18113,ENGINEERING CHEMISTRY LABORATORY,20,52,72,A,8,1
24Q61A0578,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,56,94,O,10,1
24Q61A0578,181AB,BASIC ELECTRICAL ENGINEERING,35,21,56,B,6,2
24Q61A0578,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,38,74,A,8,3
24Q61A0578,181AJ,ENGINEERING CHEMISTRY,37,24,61,B+,7,4
24Q61A0578,181AN,MATRICES AND CALCULUS,39,30,69,B+,7,4
24Q61A0578,181AP,PROGRAMMING FOR PROBLEM SOLVING,35,21,56,B,6,3
24Q61A0579,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,58,96,O,10,1
24Q61A0579,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0579,18113,ENGINEERING CHEMISTRY LABORATORY,38,58,96,O,10,1
24Q61A0579,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,55,91,O,10,1
24Q61A0579,181AB,BASIC ELECTRICAL ENGINEERING,33,22,55,B,6,2
24Q61A0579,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,38,24,62,B+,7,3
24Q61A0579,181AJ,ENGINEERING CHEMISTRY,36,32,68,B+,7,4
24Q61A0579,181AN,MATRICES AND CALCULUS,37,41,78,A,8,4
24Q61A0579,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,23,60,B+,7,3
24Q61A0580,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,40,70,A,8,1
24Q61A0580,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0580,18113,ENGINEERING CHEMISTRY LABORATORY,25,35,60,B+,7,1
24Q61A0580,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,34,49,83,A+,9,1
24Q61A0580,181AB,BASIC ELECTRICAL ENGINEERING,26,7,33,F,0,0
24Q61A0580,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,36,21,57,B,6,3
24Q61A0580,181AJ,ENGINEERING CHEMISTRY,22,4,26,F,0,0
24Q61A0580,181AN,MATRICES AND CALCULUS,32,6,38,F,0,0
24Q61A0580,181AP,PROGRAMMING FOR PROBLEM SOLVING,22,6,28,F,0,0
24Q61A0581,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,40,70,A,8,1
24Q61A0581,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0581,18113,ENGINEERING CHEMISTRY LABORATORY,25,35,60,B+,7,1
24Q61A0581,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,51,86,A+,9,1
24Q61A0581,181AB,BASIC ELECTRICAL ENGINEERING,29,6,35,F,0,0
24Q61A0581,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,37,21,58,B,6,3
24Q61A0581,181AJ,ENGINEERING CHEMISTRY,21,4,25,F,0,0
24Q61A0581,181AN,MATRICES AND CALCULUS,30,10,40,F,0,0
24Q61A0581,181AP,PROGRAMMING FOR PROBLEM SOLVING,24,4,28,F,0,0
24Q61A0582,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,59,94,O,10,1
24Q61A0582,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,48,0,48,O,10,1
24Q61A0582,18113,ENGINEERING CHEMISTRY LABORATORY,39,58,97,O,10,1
24Q61A0582,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,59,97,O,10,1
24Q61A0582,181AB,BASIC ELECTRICAL ENGINEERING,34,21,55,B,6,2
24Q61A0582,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,38,35,73,A,8,3
24Q61A0582,181AJ,ENGINEERING CHEMISTRY,40,21,61,B+,7,4
24Q61A0582,181AN,MATRICES AND CALCULUS,34,32,66,B+,7,4
24Q61A0582,181AP,PROGRAMMING FOR PROBLEM SOLVING,36,11,47,F,0,0
24Q61A0583,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,40,60,100,O,10,1
24Q61A0583,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0583,18113,ENGINEERING CHEMISTRY LABORATORY,38,60,98,O,10,1
24Q61A0583,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,39,58,97,O,10,1
24Q61A0583,181AB,BASIC ELECTRICAL ENGINEERING,33,26,59,B,6,2
24Q61A0583,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,35,21,56,B,6,3
24Q61A0583,181AJ,ENGINEERING CHEMISTRY,40,21,61,B+,7,4
24Q61A0583,181AN,MATRICES AND CALCULUS,39,49,88,A+,9,4
24Q61A0583,181AP,PROGRAMMING FOR PROBLEM SOLVING,36,23,59,B,6,3
24Q61A0584,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,28,-1,28,Ab,0,0
24Q61A0584,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A0584,18113,ENGINEERING CHEMISTRY LABORATORY,25,-1,25,Ab,0,0
24Q61A0584,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,-1,20,Ab,0,0
24Q61A0584,181AB,BASIC ELECTRICAL ENGINEERING,15,6,21,F,0,0
24Q61A0584,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,32,4,36,F,0,0
24Q61A0584,181AJ,ENGINEERING CHEMISTRY,20,4,24,F,0,0
24Q61A0584,181AN,MATRICES AND CALCULUS,23,5,28,F,0,0
24Q61A0584,181AP,PROGRAMMING FOR PROBLEM SOLVING,20,6,26,F,0,0
24Q61A0585,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,35,59,94,O,10,1
24Q61A0585,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0585,18113,ENGINEERING CHEMISTRY LABORATORY,30,58,88,A+,9,1
24Q61A0585,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,36,52,88,A+,9,1
24Q61A0585,181AB,BASIC ELECTRICAL ENGINEERING,33,21,54,B,6,2
24Q61A0585,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,27,66,B+,7,3
24Q61A0585,181AJ,ENGINEERING CHEMISTRY,30,21,51,B,6,4
24Q61A0585,181AN,MATRICES AND CALCULUS,32,23,55,B,6,4
24Q61A0585,181AP,PROGRAMMING FOR PROBLEM SOLVING,32,7,39,F,0,0
24Q61A0586,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,40,60,100,O,10,1
24Q61A0586,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0586,18113,ENGINEERING CHEMISTRY LABORATORY,39,60,99,O,10,1
24Q61A0586,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,37,55,92,O,10,1
24Q61A0586,181AB,BASIC ELECTRICAL ENGINEERING,39,29,68,B+,7,2
24Q61A0586,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,37,31,68,B+,7,3
24Q61A0586,181AJ,ENGINEERING CHEMISTRY,39,34,73,A,8,4
24Q61A0586,181AN,MATRICES AND CALCULUS,39,51,90,O,10,4
24Q61A0586,181AP,PROGRAMMING FOR PROBLEM SOLVING,38,30,68,B+,7,3
24Q61A0587,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,28,55,83,A+,9,1
24Q61A0587,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0587,18113,ENGINEERING CHEMISTRY LABORATORY,28,50,78,A,8,1
24Q61A0587,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,44,64,B+,7,1
24Q61A0587,181AB,BASIC ELECTRICAL ENGINEERING,30,11,41,F,0,0
24Q61A0587,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,9,43,F,0,0
24Q61A0587,181AJ,ENGINEERING CHEMISTRY,23,29,52,B,6,4
24Q61A0587,181AN,MATRICES AND CALCULUS,29,4,33,F,0,0
24Q61A0587,181AP,PROGRAMMING FOR PROBLEM SOLVING,27,21,48,C,5,3
24Q61A0588,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,59,97,O,10,1
24Q61A0588,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0588,18113,ENGINEERING CHEMISTRY LABORATORY,39,60,99,O,10,1
24Q61A0588,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,54,74,A,8,1
24Q61A0588,181AB,BASIC ELECTRICAL ENGINEERING,31,9,40,F,0,0
24Q61A0588,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,8,42,F,0,0
24Q61A0588,181AJ,ENGINEERING CHEMISTRY,36,8,44,F,0,0
24Q61A0588,181AN,MATRICES AND CALCULUS,29,12,41,F,0,0
24Q61A0588,181AP,PROGRAMMING FOR PROBLEM SOLVING,26,6,32,F,0,0
24Q61A0589,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,36,58,94,O,10,1
24Q61A0589,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0589,18113,ENGINEERING CHEMISTRY LABORATORY,36,59,95,O,10,1
24Q61A0589,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,32,52,84,A+,9,1
24Q61A0589,181AB,BASIC ELECTRICAL ENGINEERING,27,23,50,B,6,2
24Q61A0589,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,32,21,53,B,6,3
24Q61A0589,181AJ,ENGINEERING CHEMISTRY,28,6,34,F,0,0
24Q61A0589,181AN,MATRICES AND CALCULUS,32,9,41,F,0,0
24Q61A0589,181AP,PROGRAMMING FOR PROBLEM SOLVING,25,11,36,F,0,0
24Q61A0590,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,40,60,100,O,10,1
24Q61A0590,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A0590,18113,ENGINEERING CHEMISTRY LABORATORY,40,60,100,O,10,1
24Q61A0590,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,57,95,O,10,1
24Q61A0590,181AB,BASIC ELECTRICAL ENGINEERING,36,27,63,B+,7,2
24Q61A0590,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,39,21,60,B+,7,3
24Q61A0590,181AJ,ENGINEERING CHEMISTRY,39,24,63,B+,7,4
24Q61A0590,181AN,MATRICES AND CALCULUS,39,28,67,B+,7,4
24Q61A0590,181AP,PROGRAMMING FOR PROBLEM SOLVING,37,23,60,B+,7,3
24Q61A0591,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,30,55,85,A+,9,1
24Q61A0591,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,46,0,46,O,10,1
24Q61A0591,18113,ENGINEERING CHEMISTRY LABORATORY,28,50,78,A,8,1
24Q61A0591,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,32,50,82,A+,9,1
24Q61A0591,181AB,BASIC ELECTRICAL ENGINEERING,31,23,54,B,6,2
24Q61A0591,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,33,12,45,F,0,0
24Q61A0591,181AJ,ENGINEERING CHEMISTRY,27,21,48,C,5,4
24Q61A0591,181AN,MATRICES AND CALCULUS,33,10,43,F,0,0
24Q61A0591,181AP,PROGRAMMING FOR PROBLEM SOLVING,29,12,41,F,0,0
24Q61A0592,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,38,59,97,O,10,1
24Q61A0592,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0592,18113,ENGINEERING CHEMISTRY LABORATORY,39,58,97,O,10,1
24Q61A0592,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,56,76,A,8,1
24Q61A0592,181AB,BASIC ELECTRICAL ENGINEERING,36,23,59,B,6,2
24Q61A0592,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,38,21,59,B,6,3
24Q61A0592,181AJ,ENGINEERING CHEMISTRY,30,21,51,B,6,4
24Q61A0592,181AN,MATRICES AND CALCULUS,38,25,63,B+,7,4
24Q61A0592,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,29,62,B+,7,3
24Q61A0593,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,39,58,97,O,10,1
24Q61A0593,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0593,18113,ENGINEERING CHEMISTRY LABORATORY,38,57,95,O,10,1
24Q61A0593,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,38,56,94,O,10,1
24Q61A0593,181AB,BASIC ELECTRICAL ENGINEERING,34,29,63,B+,7,2
24Q61A0593,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,37,21,58,B,6,3
24Q61A0593,181AJ,ENGINEERING CHEMISTRY,38,23,61,B+,7,4
24Q61A0593,181AN,MATRICES AND CALCULUS,36,25,61,B+,7,4
24Q61A0593,181AP,PROGRAMMING FOR PROBLEM SOLVING,33,23,56,B,6,3
24Q61A0594,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,28,55,83,A+,9,1
24Q61A0594,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0594,18113,ENGINEERING CHEMISTRY LABORATORY,28,50,78,A,8,1
24Q61A0594,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,20,49,69,B+,7,1
24Q61A0594,181AB,BASIC ELECTRICAL ENGINEERING,30,8,38,F,0,0
24Q61A0594,181AG,COMPUTER AIDED ENGINEERING GRAPHICS,34,21,55,B,6,3
24Q61A0594,181AJ,ENGINEERING CHEMISTRY,22,10,32,F,0,0
24Q61A0594,181AN,MATRICES AND CALCULUS,33,7,40,F,0,0
24Q61A0594,181AP,PROGRAMMING FOR PROBLEM SOLVING,25,21,46,C,5,3
24Q61A0595,18102,BASIC ELECTRICAL ENGINEERING LABORATORY,37,54,91,O,10,1
24Q61A0595,18107,ELEMENTS OF COMPUTER SCIENCE & ENGINEERING,47,0,47,O,10,1
24Q61A0595,18113,ENGINEERING CHEMISTRY LABORATORY,32,53,85,A+,9,1
24Q61A0595,18117,PROGRAMMING FOR PROBLEM SOLVING LABORATORY,35,58,93,O,10,1
